Year_Month,Line,Card_type,Trip
2019-06,T3 Bankstown Line,Concession,153395
2019-06,T3 Bankstown Line,Day Pass Child/Youth w/o SAF,1
2019-06,T3 Bankstown Line,Day Pass without SAF,23
2019-06,T3 Bankstown Line,Employee,17837
2019-06,T3 Bankstown Line,Free Travel,1881
2019-06,T3 Bankstown Line,School Student,69863
2019-06,T3 Bankstown Line,Senior/Pensioner,249218
2019-06,T3 Bankstown Line,Sgl Trip Rail Adult,12328
2019-06,T3 Bankstown Line,Sgl Trip Rail Child/Youth,4373
2019-06,T4 Eastern Suburbs and Illawarra Line,Adult,4219721
2019-06,T4 Eastern Suburbs and Illawarra Line,CTP,178988
2019-06,T4 Eastern Suburbs and Illawarra Line,Child/Youth,153592
2019-06,T4 Eastern Suburbs and Illawarra Line,Concession,245304
2019-06,T4 Eastern Suburbs and Illawarra Line,Day Pass Child/Youth w/o SAF,1
2019-06,T4 Eastern Suburbs and Illawarra Line,Day Pass without SAF,54
2019-06,T4 Eastern Suburbs and Illawarra Line,Employee,53011
2019-06,T4 Eastern Suburbs and Illawarra Line,Free Travel,6790
2019-06,T4 Eastern Suburbs and Illawarra Line,School Student,164403
2019-06,T4 Eastern Suburbs and Illawarra Line,Senior/Pensioner,465474
2019-06,T4 Eastern Suburbs and Illawarra Line,Sgl Trip Rail Adult,26832
2019-06,T4 Eastern Suburbs and Illawarra Line,Sgl Trip Rail Child/Youth,8817
2019-06,T5 Cumberland Line,Adult,508702
2019-06,T5 Cumberland Line,CTP,9717
2019-06,T5 Cumberland Line,Child/Youth,20290
2019-06,T5 Cumberland Line,Concession,45092
2019-06,T5 Cumberland Line,Employee,3697
2019-06,T5 Cumberland Line,Free Travel,134
2019-06,T5 Cumberland Line,School Student,23015
2019-06,T5 Cumberland Line,Senior/Pensioner,62358
2019-06,T5 Cumberland Line,Sgl Trip Rail Adult,1281
2019-06,T5 Cumberland Line,Sgl Trip Rail Child/Youth,364
2019-06,T6 Carlingford Line,Adult,35826
2019-06,T6 Carlingford Line,CTP,1100
2019-06,T6 Carlingford Line,Child/Youth,1131
2019-06,T6 Carlingford Line,Concession,2821
2019-06,T6 Carlingford Line,Employee,1459
2019-06,T6 Carlingford Line,Free Travel,29
2019-06,T6 Carlingford Line,School Student,1878
2019-06,T6 Carlingford Line,Senior/Pensioner,4227
2019-06,T6 Carlingford Line,Sgl Trip Rail Adult,61
2019-06,T6 Carlingford Line,Sgl Trip Rail Child/Youth,10
2019-06,T7 Olympic Park Line,Adult,119946
2019-06,T7 Olympic Park Line,CTP,4155
2019-06,T7 Olympic Park Line,Child/Youth,6586
2019-06,T7 Olympic Park Line,Concession,8062
2019-06,T7 Olympic Park Line,Day Pass without SAF,3
2019-06,T7 Olympic Park Line,Employee,518
2019-06,T7 Olympic Park Line,Free Travel,42
2019-06,T7 Olympic Park Line,School Student,2725
2019-06,T7 Olympic Park Line,Senior/Pensioner,9202
2019-06,T7 Olympic Park Line,Sgl Trip Rail Adult,937
2019-06,T7 Olympic Park Line,Sgl Trip Rail Child/Youth,180
2019-06,T8 Airport and South Line,Adult,2900491
2019-06,T8 Airport and South Line,CTP,140565
2019-06,T8 Airport and South Line,Child/Youth,118080
2019-06,T8 Airport and South Line,Concession,193670
2019-06,T8 Airport and South Line,Day Pass Child/Youth w/o SAF,2
2019-06,T8 Airport and South Line,Day Pass without SAF,45
2019-06,T8 Airport and South Line,Employee,46489
2019-06,T8 Airport and South Line,Free Travel,4181
2019-06,T8 Airport and South Line,School Student,88376
2019-06,T8 Airport and South Line,Senior/Pensioner,265137
2019-06,T8 Airport and South Line,Sgl Trip Rail Adult,88135
2019-06,T8 Airport and South Line,Sgl Trip Rail Child/Youth,12092
2019-06,T9 Northern Line,Adult,1626311
2019-06,T9 Northern Line,CTP,47036
2019-06,T9 Northern Line,Child/Youth,67245
2019-06,T9 Northern Line,Concession,142254
2019-06,T9 Northern Line,Day Pass without SAF,9
2019-06,T9 Northern Line,Employee,19323
2019-06,T9 Northern Line,Free Travel,1103
2019-06,T9 Northern Line,School Student,76954
2019-06,T9 Northern Line,Senior/Pensioner,167966
2019-06,T9 Northern Line,Sgl Trip Rail Adult,5549
2019-06,T9 Northern Line,Sgl Trip Rail Child/Youth,1392
2019-07,Blue Mountains Line,Adult,640586
2019-07,Blue Mountains Line,CTP,17029
2019-07,Blue Mountains Line,Child/Youth,48265
2019-07,Blue Mountains Line,Concession,50834
2019-07,Blue Mountains Line,Day Pass without SAF,56
2019-07,Blue Mountains Line,Employee,13625
2019-07,Blue Mountains Line,Free Travel,957
2019-07,Blue Mountains Line,School Student,20666
2019-07,Blue Mountains Line,Senior/Pensioner,113790
2019-07,Blue Mountains Line,Sgl Trip Rail Adult,3983
2019-07,Blue Mountains Line,Sgl Trip Rail Child/Youth,2058
2019-07,Central Coast Newcastle Line,Adult,1082145
2019-07,Central Coast Newcastle Line,CTP,34418
2019-07,Central Coast Newcastle Line,Child/Youth,83995
2019-07,Central Coast Newcastle Line,Concession,82366
2019-07,Central Coast Newcastle Line,Day Pass without SAF,80
2019-07,Central Coast Newcastle Line,Employee,24825
2019-07,Central Coast Newcastle Line,Free Travel,2719
2019-07,Central Coast Newcastle Line,School Student,44121
2019-07,Central Coast Newcastle Line,Senior/Pensioner,220537
2019-07,Central Coast Newcastle Line,Sgl Trip Rail Adult,9838
2019-07,Central Coast Newcastle Line,Sgl Trip Rail Child/Youth,4221
2019-07,Hunter Line,Adult,45332
2019-07,Hunter Line,CTP,3194
2019-07,Hunter Line,Child/Youth,6237
2019-07,Hunter Line,Concession,6899
2019-07,Hunter Line,Day Pass without SAF,22
2019-07,Hunter Line,Employee,635
2019-07,Hunter Line,Free Travel,211
2019-07,Hunter Line,School Student,3676
2019-07,Hunter Line,Senior/Pensioner,17368
2019-07,Hunter Line,Sgl Trip Rail Adult,557
2019-07,Hunter Line,Sgl Trip Rail Child/Youth,456
2019-07,South Coast Line,Adult,592456
2019-07,South Coast Line,CTP,26634
2019-07,South Coast Line,Child/Youth,43925
2019-07,South Coast Line,Concession,44982
2019-07,South Coast Line,Day Pass Child/Youth w/o SAF,2
2019-07,South Coast Line,Day Pass without SAF,44
2019-07,South Coast Line,Employee,7996
2019-07,South Coast Line,Free Travel,987
2019-07,South Coast Line,School Student,18102
2019-07,South Coast Line,Senior/Pensioner,107190
2019-07,South Coast Line,Sgl Trip Rail Adult,3752
2019-07,South Coast Line,Sgl Trip Rail Child/Youth,1675
2019-07,Southern Highlands Line,Adult,55189
2019-07,Southern Highlands Line,CTP,2676
2019-07,Southern Highlands Line,Child/Youth,8527
2019-07,Southern Highlands Line,Concession,5241
2019-07,Southern Highlands Line,Day Pass without SAF,7
2019-07,Southern Highlands Line,Employee,1004
2019-07,Southern Highlands Line,Free Travel,190
2019-07,Southern Highlands Line,School Student,1464
2019-07,Southern Highlands Line,Senior/Pensioner,19139
2019-07,Southern Highlands Line,Sgl Trip Rail Adult,352
2019-07,Southern Highlands Line,Sgl Trip Rail Child/Youth,228
2019-07,T1 North Shore Line,Adult,3928123
2019-07,T1 North Shore Line,CTP,139843
2019-07,T1 North Shore Line,Child/Youth,215342
2019-07,T1 North Shore Line,Concession,257083
2019-07,T1 North Shore Line,Day Pass Child/Youth w/o SAF,1
2019-07,T1 North Shore Line,Day Pass without SAF,61
2019-07,T1 North Shore Line,Employee,38380
2019-07,T1 North Shore Line,Free Travel,5916
2019-07,T1 North Shore Line,School Student,110425
2019-07,T1 North Shore Line,Senior/Pensioner,360055
2019-07,T1 North Shore Line,Sgl Trip Rail Adult,23422
2019-07,T1 North Shore Line,Sgl Trip Rail Child/Youth,9591
2019-07,T1 Western Line,Adult,3380804
2019-07,T1 Western Line,CTP,84567
2019-07,T1 Western Line,Child/Youth,162737
2019-07,T1 Western Line,Concession,270708
2019-07,T1 Western Line,Day Pass Child/Youth w/o SAF,6
2019-07,T1 Western Line,Day Pass without SAF,288
2019-07,T1 Western Line,Employee,58919
2019-07,T1 Western Line,Free Travel,4833
2019-07,T1 Western Line,School Student,100484
2019-07,T1 Western Line,Senior/Pensioner,378121
2019-07,T1 Western Line,Sgl Trip Rail Adult,16429
2019-07,T1 Western Line,Sgl Trip Rail Child/Youth,7877
2019-07,T2 Inner West Line,Adult,1669784
2019-07,T2 Inner West Line,CTP,62465
2019-07,T2 Inner West Line,Child/Youth,75133
2019-07,T2 Inner West Line,Concession,106082
2019-07,T2 Inner West Line,Day Pass Child/Youth w/o SAF,1
2019-07,T2 Inner West Line,Day Pass without SAF,14
2019-07,T2 Inner West Line,Employee,22338
2019-07,T2 Inner West Line,Free Travel,1479
2019-07,T2 Inner West Line,School Student,31502
2019-07,T2 Inner West Line,Senior/Pensioner,158666
2019-07,T2 Inner West Line,Sgl Trip Rail Adult,9347
2019-07,T2 Inner West Line,Sgl Trip Rail Child/Youth,3045
2019-07,T2 Leppington Line,Adult,2027643
2019-07,T2 Leppington Line,CTP,60425
2019-07,T2 Leppington Line,Child/Youth,108422
2019-07,T2 Leppington Line,Concession,168430
2019-07,T2 Leppington Line,Day Pass Child/Youth w/o SAF,2
2019-07,T2 Leppington Line,Day Pass without SAF,39
2019-07,T2 Leppington Line,Employee,28822
2019-07,T2 Leppington Line,Free Travel,2582
2019-07,T2 Leppington Line,School Student,50100
2019-07,T2 Leppington Line,Senior/Pensioner,278495
2019-07,T2 Leppington Line,Sgl Trip Rail Adult,11484
2019-07,T2 Leppington Line,Sgl Trip Rail Child/Youth,4336
2019-07,T3 Bankstown Line,Adult,1768502
2019-07,T3 Bankstown Line,CTP,58279
2019-07,T3 Bankstown Line,Child/Youth,99658
2019-07,T3 Bankstown Line,Concession,142319
2019-07,T3 Bankstown Line,Day Pass Child/Youth w/o SAF,6
2019-07,T3 Bankstown Line,Day Pass without SAF,8
2019-07,T3 Bankstown Line,Employee,17013
2019-07,T3 Bankstown Line,Free Travel,1803
2019-07,T3 Bankstown Line,School Student,40047
2019-07,T3 Bankstown Line,Senior/Pensioner,244720
2019-07,T3 Bankstown Line,Sgl Trip Rail Adult,9445
2019-07,T3 Bankstown Line,Sgl Trip Rail Child/Youth,4267
2019-07,T4 Eastern Suburbs and Illawarra Line,Adult,4531917
2019-07,T4 Eastern Suburbs and Illawarra Line,CTP,184540
2019-07,T4 Eastern Suburbs and Illawarra Line,Child/Youth,212495
2019-07,T4 Eastern Suburbs and Illawarra Line,Concession,243621
2019-07,T4 Eastern Suburbs and Illawarra Line,Day Pass without SAF,94
2019-07,T4 Eastern Suburbs and Illawarra Line,Employee,57553
2019-07,T4 Eastern Suburbs and Illawarra Line,Free Travel,7560
2019-07,T4 Eastern Suburbs and Illawarra Line,School Student,95632
2019-07,T4 Eastern Suburbs and Illawarra Line,Senior/Pensioner,492968
2019-07,T4 Eastern Suburbs and Illawarra Line,Sgl Trip Rail Adult,25768
2019-07,T4 Eastern Suburbs and Illawarra Line,Sgl Trip Rail Child/Youth,10247
2019-07,T5 Cumberland Line,Adult,561574
2019-07,T5 Cumberland Line,CTP,10226
2019-07,T5 Cumberland Line,Child/Youth,25767
2019-07,T5 Cumberland Line,Concession,47280
2019-07,T5 Cumberland Line,Day Pass without SAF,2
2019-07,T5 Cumberland Line,Employee,4143
2019-07,T5 Cumberland Line,Free Travel,158
2019-07,T5 Cumberland Line,School Student,14343
2019-07,T5 Cumberland Line,Senior/Pensioner,68598
2019-07,T5 Cumberland Line,Sgl Trip Rail Adult,1200
2019-07,T5 Cumberland Line,Sgl Trip Rail Child/Youth,432
2019-07,T6 Carlingford Line,Adult,37837
2019-07,T6 Carlingford Line,CTP,968
2019-07,T6 Carlingford Line,Child/Youth,1278
2019-07,T6 Carlingford Line,Concession,2677
2019-07,T6 Carlingford Line,Day Pass without SAF,3
2019-07,T6 Carlingford Line,Employee,1704
2019-07,T6 Carlingford Line,Free Travel,17
2019-07,T6 Carlingford Line,School Student,1117
